FID;CODIGO;CAPACIDAD_NOMINAL;FASES;COOR_GPS_LON;COOR_GPS_LAT;MUNICIPIO;UBICACION;CIRCUITO;PROPIETARIO_1;EQUIPO_PADRE;FID_EQUIPO_PADRE
30636926;CARQ0314;10;ST;-75,6685742;4,475957788;CALARCÁ;VDA CALABAZO FCA VAS;205-24-;EDEQ;C-0355;30636798
30636927;CARQ0293;10;TN;-75,67067924;4,4415314;CALARCÁ;VR QUEBRADA NEGRA FC LA PLAYA;205-24-;EDEQ;S-937;30636815
30636928;CARQ0236;5;RN;-75,70792633;4,443136864;CALARCÁ;VR ALBANIA FC NARANJAL;205-24-;EDEQ;S-1421;30636813
30636929;CARQ0240;25;ST;-75,6959823;4,43645434;CALARCÁ;VR TRAVESIA FC LA AURORO;205-24-;EDEQ;S-519;30636841
30636932;CARQ0312;15;RST;-75,6638665;4,473634613;CALARCÁ;VR CALABAZO FC NOGAL;205-24-;EDEQ;S-2189;30636829
30636933;CARQ0329;30;RST;-75,64066736;4,476960142;CALARCÁ;FC SANTA CLARA;205-24-;EDEQ;S-2383;39597788
30636934;CARP0225;75;RST;-75,70478222;4,456977509;CALARCÁ;VDA ALBANIA FCA LA SIERRA;205-24-;PARTICULAR;S-2089;30636844
30636935;CARQ0275;45;RST;-75,68740397;4,483122352;CALARCÁ;VR NARALJAL FC EL JARDIN;205-24-;EDEQ;S-935;30636823
30636936;CARP0731;15;RT;-75,67233603;4,489956009;CALARCÁ;VR LA BELLA  FC LIMONES;205-24-;PARTICULAR;S-934;30636810
30636937;CARQ0285;37,5;SN;-75,67198979;4,492945911;CALARCÁ;VR LA BELLA FC SAN PABLO;205-24-;EDEQ;S-934;30636810
30636938;CARQ0309;10;ST;-75,67258257;4,469400364;CALARCÁ;VR EL CALABOZO FC EL ZAMORO;205-24-;EDEQ;S-2020;30636821
30636939;CARQ0639;15;RS;-75,69571861;4,441644913;CALARCÁ;VR TRAVESIAS FC GUACARY;205-24-;EDEQ;C-0273;30636801
30636940;CARQ0360;5;ST;-75,65672891;4,492307806;CALARCÁ;PORTAL DEL EDEN VDA PUERTO RICO;205-24-;EDEQ;C-0355;30636798
30636941;CARQ0332;10;TN;-75,65236929;4,465766751;CALARCÁ;VR ARENILLO FC LOS NARANJOS;205-24-;EDEQ;S-2248;30636812
30636942;CARQ0340;25;TN;-75,65220942;4,460870185;CALARCÁ;VR LA PALOMA FC MIRAVALLES;205-24-;EDEQ;S-2064;30636833
30636943;CARQ0234;75;RST;-75,69701113;4,449386034;CALARCÁ;VR ALBANIA FC EL MEDIUM;205-24-;EDEQ;S-1811;30636838
30636945;CARP0277;30;RST;-75,68914929;4,487145083;CALARCÁ;VDA LA BELLA FCA LA ESPERANZA;205-24-;PARTICULAR;S-935;30636823
30636946;CARQ0324;25;RS;-75,651931;4,471147616;CALARCÁ;ESC LA PALOMA;205-24-;EDEQ;S-1655;30636843
30636947;CARP0245;30;RST;-75,68676863;4,441764537;CALARCÁ;VR TRAVESIAS FC LA GRECIA;205-24-;PARTICULAR;S-1260;30636820
30636948;CARQ0752;5;RS;-75,64053437;4,465275289;CALARCÁ;VR LA PALOMA FC LA PALOMA;205-24-;EDEQ;S-2065;30636842
30636949;CARP0328;15;RST;-75,64052756;4,471064686;CALARCÁ;PLANTA T COMITE DE CAFETERAS;205-24-;PARTICULAR;S-2383;39597788
30636950;CARP0335;15;RST;-75,65756846;4,466226178;CALARCÁ;VDA LA PALOMA FCA LA ESPERANZA;205-24-;PARTICULAR;S-2064;30636833
30636952;CARP0347;15;RST;-75,65534186;4,453583419;CALARCÁ;VDA EL PENCIL FCA EL EDEN;205-24-;EDEQ;S-2064;30636833
30636953;CARP0270;30;RST;-75,68214854;4,480407391;CALARCÁ;VDA LA BELLA FCA LA CRISTALINA;205-24-;PARTICULAR;S-935;30636823
30636954;CARP0396;30;RST;-75,6876466;4,476299961;CALARCÁ;VR POTOSI FC POTOSI CHIQUITA;205-24-;PARTICULAR;S-935;30636823
30636957;CARP0251;15;RS;-75,68651124;4,448351853;CALARCÁ;VDA TRAVESIAS FCA ALEJANDRIA;205-24-;EDEQ;C-0610;30636799
30636958;CARQ0283;37,5;RS;-75,67248784;4,490648798;CALARCÁ;VR LA BELLA FC MICAY;205-24-;EDEQ;S-934;30636810
30636959;CARP0307;15;RT;-75,67411087;4,465305274;CALARCÁ;VDA EL CALABAZO FCA LA UVA;205-24-;PARTICULAR;S-2020;30636821
30636960;CARP0327;5;ST;-75,64142386;4,466428772;CALARCÁ;VDA LA PALOMA FCA EL JAZMIN;205-24-;EDEQ;S-2065;30636842
30636961;CARQ0342;30;RST;-75,66455103;4,457355712;CALARCÁ;FC LA ESPERANZA;205-24-;EDEQ;S-1656;30636817
30636962;CARQ0356;25;ST;-75,64919018;4,432393546;CALARCÁ;FC EL RECREO;205-24-;EDEQ;S-2129;30636839
30636963;CARQ0282;15;TN;-75,6699015;4,484171761;CALARCÁ;VR LA BELLA FC VEGA LARGA;205-24-;EDEQ;S-1336;30636826
30636964;CARP0229;5;RN;-75,70566095;4,451385763;CALARCÁ;VDA LA ALBANIA FCA SAJONIA;205-24-;PARTICULAR;C-0636;31474297
30636965;CARP0754;15;RST;-75,67332979;4,498305858;CALARCÁ;VDA LA BELLA LA PRIMAVERA;205-24-;PARTICULAR;S-934;30636810
30636966;CARP0298;10;RN;-75,6708354;4,446131847;CALARCÁ;VDA QUEBRADANEGRA FCA EL REFUGIO;205-24-;PARTICULAR;R-051;30636847
30636967;CARP0330;15;RT;-75,64330917;4,470564803;CALARCÁ;VDA LA PALOMA FCA EL SILENCIO;205-24-;PARTICULAR;S-2383;39597788
30636968;CARP0228;30;RST;-75,6971695;4,45958495;CALARCÁ;VDA LA ALBANIA FCA WATERLOO;205-24-;PARTICULAR;S-2089;30636844
30636969;CARQ0350;25;RS;-75,65280632;4,446089463;CALARCÁ;VR PENCIL FC EL BRASIL;205-24-;EDEQ;S-963;30636840
30636970;CARQ0281;25;RS;-75,67301632;4,485157761;CALARCÁ;VR LA BELLA FC LA CABANITA;205-24-;EDEQ;S-934;30636810
30636971;CARQ0357;5;ST;-75,65391871;4,428750397;CALARCÁ;VR QUEBRADA N.FC LA SAMARIA 4;205-24-;EDEQ;S-2129;30636839
30636972;CARP0276;30;RST;-75,69173839;4,482966398;CALARCÁ;VDA LA BELLA FCA BELLA VISTA;205-24-;PARTICULAR;S-935;30636823
30636973;CARQ0271;30;RST;-75,68171671;4,48768775;CALARCÁ;VR NARANJAL FC LA JULIA;205-24-;EDEQ;S-935;30636823
30636974;CARP0223;30;RST;-75,70631075;4,459917651;CALARCÁ;VR ALBANIA FC EL ROSAL;205-24-;PARTICULAR;C-0636;31474297
30636975;CARP0287;15;RN;-75,67215167;4,496832701;CALARCÁ;VDA LA BELLA FCA BUENOS AIRES;205-24-;PARTICULAR;S-934;30636810
30638125;CARP0637;800;RST;-75,69769901;4,481741561;CALARCÁ;VIA A BARCELONA TRILLADORA ALIAGRO S A;110-32;PARTICULAR;C-0267;30638122
30641638;CIRP0238;45;RST;-75,67754379;4,588598977;CIRCASIA;VR LA POLA FC EL DANUBIO;303-27-;PARTICULAR;S-1851;30641603
30641639;CIRQ0219;10;RT;-75,70367631;4,577572574;CIRCASIA;VR LA JULIA FC LA NATURALIA;303-27-;EDEQ;S-736;30641600
30641640;CIRP0159;15;SN;-75,68213192;4,59473108;CIRCASIA;VR BUENA VISTA FC BUENAVISTA;303-27-;PARTICULAR;R-055;30641613
30641641;CIRP0172;15;ST;-75,6901955;4,589941862;CIRCASIA;HOSTAL PARAISO VDA LA SIRIA;303-27-;PARTICULAR;C-0361;30641591
30641642;CIRQ0166;15;RST;-75,69072205;4,592611059;CIRCASIA;VR BUENA VISTA FC CAJA MARCA;303-27-;EDEQ;S-900;30641608
30641643;CIRN0494;5;ST;-75,68008479;4,594851814;CIRCASIA;LOTE 1 LA ISLA VDA BARCELONA BAJA;303-27-;PARTICULAR;S-735;30641605
30641644;CIRP0216;25;RT;-75,69170414;4,578494137;CIRCASIA;VR PIAMONTE FC LA MANUELITA;303-27-;PARTICULAR;S-2302;30641610
30641645;MOUQ0005;30;RST;-75,73836777;4,575272631;MONTENEGRO;VR FRONTERA FC SAN JOSE;303-27-;EDEQ;S-2075;30641599
30641647;CIRQ0191;50;RS;-75,72780451;4,583402837;CIRCASIA;VDA LA CABAÑA FCA EL DIAMANTE;303-27-;EDEQ;S-1327;30641607
30641649;CIRQ0169;15;ST;-75,70603521;4,59389075;CIRCASIA;VR LA SIRIA FC LOS SAUCES;303-27-;EDEQ;S-900;30641608
30641650;CIRQ0228;30;RST;-75,66719996;4,595222322;CIRCASIA;VR ALTO DE LA CRUZ FC LOS ANCESTROS;303-27-;EDEQ;C-0379;30641594
30641651;MOUQ0014;15;ST;-75,73110469;4,580070153;CIRCASIA;CR FRONTERA FC EL DESCANSO;303-27-;EDEQ;S-1327;30641607
30641652;CIRP0211;15;ST;-75,68956095;4,583115072;CIRCASIA;VDA BUENAVISTA FCA EL ANTOJO;303-27-;PARTICULAR;S-736;30641600
30641653;CIRQ0201;5;ST;-75,71013524;4,57837242;CIRCASIA;VR PINARES FC LA ILUSION;303-27-;EDEQ;S-2446;46715409
30641654;CIRQ0356;25;ST;-75,68403694;4,576422491;CIRCASIA;VR LA POLA FC LA SIBERIA;303-27-;EDEQ;S-1851;30641603
30641656;CIRN0478;5;ST;-75,70737686;4,586744085;CIRCASIA;VR LA SIRIA FC LA ESTRELLA;303-27-;EDEQ;C-0361;30641591
30641657;CIRP0141;25;SN;-75,67250885;4,602221974;CIRCASIA;VR BARCELONA BAJA FC LA PRAGA;303-27-;PARTICULAR;SR-0014;30641611
30641659;CIRQ0203;10;ST;-75,71276324;4,578359375;CIRCASIA;VR PINARES FC EL JARDIN;303-27-;EDEQ;S-2446;46715409
30641660;CIRQ0235;30;RST;-75,67828707;4,572415366;CIRCASIA;VR NARANJAL ALTO FC EL DESESPERO;303-27-;EDEQ;S-771;30641601
30641661;CIRN0501;5;ST;-75,6809783;4,578313192;CIRCASIA;FCA EL RECREO VDA LA POLA;303-27-;EDEQ;S-1851;30641603
30641662;CIRP0450;15;RS;-75,68007025;4,594914164;CIRCASIA;VDA  B/VISTA FC CEDRAL ;303-27-;PARTICULAR;S-735;30641605
30641663;CIRQ0171;5;RS;-75,71289833;4,591162868;CIRCASIA;HOSTAL SANTA BARBARA VDA LA SIRIA;303-27-;EDEQ;S-900;30641608
30641664;MOUP0013;15;RST;-75,73280414;4,579360284;CIRCASIA;VR FRONTERA FC  EL ZAFIRO;303-27-;PARTICULAR;S-1327;30641607
30641666;CIRQ0142;5;RN;-75,68358266;4,600234498;CIRCASIA;VDA BARCELONA BAJA FCA LA;303-27-;EDEQ;SR-0014;30641611
30641667;CIRQ0133;50;RT;-75,66183371;4,601323834;CIRCASIA;VR LLANADAS CACERIO CANEY;303-27-;EDEQ;C-0541;30641592
30641668;CIRQ0158;15;RST;-75,67768234;4,594686165;CIRCASIA;VR BUENAVISTA FC LA UNION;303-27-;EDEQ;S-735;30641605
30641669;CIRN0490;50;RT;-75,69325414;4,599247763;CIRCASIA;VR BARCELONA B. FC HOTEL EL DESPERTAR;303-27-;EDEQ;S-2412;46388212
30641670;CIRQ0144;25;ST;-75,68672083;4,600503367;CIRCASIA;VR BARCELONA B. FC EL EDEN;303-27-;EDEQ;S-2412;46388212
30641671;CIRQ0188;25;ST;-75,72098705;4,583954016;CIRCASIA;VR LA CABA?A FC VL JIMENA;303-27-;EDEQ;S-1327;30641607
30641674;CIRQ0161;15;ST;-75,68317864;4,591577117;CIRCASIA;VR BUENA VISTA FC VL FLOR;303-27-;EDEQ;R-055;30641613
30641675;CIRQ0196;15;ST;-75,6983064;4,584852468;CIRCASIA;VR PINARES FC LOMA LINDA;303-27-;EDEQ;S-478;30641606
30641676;CIRP0198;25;ST;-75,70305535;4,58193162;CIRCASIA;VR PINARES FC EL PORVENIR;303-27-;EDEQ;S-478;30641606
30641677;MOUP0008;225;RST;-75,73711853;4,577504229;CIRCASIA;PLANTA DE TRATAMIENTO VDA LA FRONTERA;303-27-;PARTICULAR;S-986;30641598
30641678;CIRQ0220;30;RST;-75,70770111;4,574517382;CIRCASIA;VR LA JULIA FC LA UNION;303-27-;EDEQ;S-736;30641600
30641679;MOUQ0012;25;ST;-75,73513713;4,578615213;CIRCASIA;VR LA FRONTERA FC LA MILONGA;303-27-;EDEQ;S-1327;30641607
30641680;CIRP0236;15;RST;-75,67567918;4,585229559;CIRCASIA;VR LA POLA FC EL DIAMANTE;303-27-;EDEQ;S-771;30641601
30641682;CIRQ0218;45;RST;-75,69667136;4,580575857;CIRCASIA;VR PIAMONTE GRANJA AVICOLA FENIX;303-27-;EDEQ;S-736;30641600
30641683;CIRQ0177;37,5;TN;-75,70558468;4,590631675;CIRCASIA;VR LA SIRIA FC EL PRADO;303-27-;EDEQ;C-0361;30641591
30641684;CIRQ0155;15;ST;-75,70510029;4,598925421;CIRCASIA;VR BARCELONA BAJA FC SANTA ANA;303-27-;EDEQ;S-2412;46388212
30641685;MOUP0007;45;RST;-75,7374981;4,575904748;MONTENEGRO;FC LA FRONTERA ESAQUIN;303-27-;PARTICULAR;S-2075;30641599
30641686;CIRQ0182;25;ST;-75,71610424;4,583372429;CIRCASIA;VDA LA SIRIA FCA CARITO;303-27-;EDEQ;S-1327;30641607
30641687;CIRQ0140;15;SN;-75,66933652;4,603211029;CIRCASIA;VR BARCELONA ALTA FC LA SECRETA;303-27-;EDEQ;SR-0014;30641611
30641688;CIRP0371;37,5;ST;-75,69245213;4,570897067;CIRCASIA;VR PIAMONTE FC SANTA CLARA;303-27-;PARTICULAR;S-2302;30641610
30641690;MOUP0011;15;ST;-75,73651754;4,577061916;CIRCASIA;FCA  VILLA  ORTENCIA VDA LA FRONTERA;303-27-;PARTICULAR;S-2075;30641599
30641691;CIRQ0321;37,5;ST;-75,67120811;4,58974546;CIRCASIA;VR LA POLA FC EL RECUERDO;303-27-;EDEQ;C-0379;30641594
30641693;CIRQ0231;25;ST;-75,67356538;4,583063833;CIRCASIA;VR NARANJAL ALTO FC BELLAVISTA;303-27-;EDEQ;S-771;30641601
30641614;CIRQ0213;25;RN;-75,69079395;4,582831794;CIRCASIA;VR BUENA VISTA FC EL TO;303-27-;EDEQ;S-736;30641600
30641615;CIRP0237;15;ST;-75,67443158;4,588831512;CIRCASIA;VR LA POLA FC BELLA VISTA;303-27-;PARTICULAR;C-0379;30641594
30641616;CIRP0162;5;RN;-75,68777406;4,59213487;CIRCASIA;VR BUENA VISTA FC LAS MARGARITAS;303-27-;EDEQ;S-900;30641608
30641617;CIRP0137;25;ST;-75,66905036;4,597557508;CIRCASIA;VR BARCELONA BAJA FC HOTEL VERA CRUZ;303-27-;PARTICULAR;S-735;30641605
30641618;CIRQ0197;5;RT;-75,70188139;4,582901209;CIRCASIA;VR PINARES FC LA BONITA;303-27-;EDEQ;S-478;30641606
30641619;CIRQ0204;10;RT;-75,72100001;4,575972135;CIRCASIA;VR PINARES FC EDEN;303-27-;EDEQ;S-2446;46715409
30641620;CIRQ0408;25;ST;-75,66617707;4,587170739;CIRCASIA;VR LLANADAS FC TESALIA BAJA;303-27-;EDEQ;S-1717;30641604
30641621;CIRQ0380;15;RST;-75,71455556;4,589611111;CIRCASIA;VR LA SIRIA FC LA ADIELA;303-27-;EDEQ;S-900;30641608
30641622;CIRQ0173;37,5;ST;-75,69616701;4,589376703;CIRCASIA;VR LA SIRIA FC LA PALMA;303-27-;EDEQ;C-0361;30641591
30641623;CIRN0484;15;RT;-75,64893392;4,610958447;CIRCASIA;VDA CONGAL FCA GUAYRA;303-27-;PARTICULAR;C-0541;30641592
30641624;CIRP0454;15;ST;-75,68188957;4,592883642;CIRCASIA;VR BUENAVISTA FC CEDRAL;303-27-;PARTICULAR;R-055;30641613
30641625;CIRP0135;15;RS;-75,66401065;4,596619048;CIRCASIA;VR LLANADAS FC XIMENA;303-27-;PARTICULAR;S-1224;30641597
30641627;CIRP0381;75;RST;-75,7123045;4,590752191;CIRCASIA;ECO HOTEL SANTA BARBARA VDA LA SIRIA;303-27-;PARTICULAR;S-900;30641608
30641629;CIRP0325;10;RN;-75,70465902;4,594600486;CIRCASIA;VR LA SIRIA FC LA MAMELITA;303-27-;PARTICULAR;S-900;30641608
30641630;CIRQ0156;5;RS;-75,71037348;4,596576015;CIRCASIA;VR BARCELONA BAJA FC EL PORVENIR;303-27-;EDEQ;S-900;30641608
30641633;CIRN0470;30;RST;-75,73112504;4,580064315;CIRCASIA;VR LA CABAÑA FC LA SULTANA ANT.COMCEL;303-27-;PARTICULAR;S-1327;30641607
30641635;CIRQ0154;25;RT;-75,70134311;4,598596304;CIRCASIA;VR BARCELONA BAJA FC EL TREBOL;303-27-;EDEQ;S-2412;46388212
30641636;CIRP0206;10;RT;-75,7286976;4,576546318;CIRCASIA;VR PINARES FC PINARES;303-27-;PARTICULAR;S-2446;46715409
30641697;CIRQ0205;25;TN;-75,72607028;4,576195089;CIRCASIA;VR PINARES FC LA MESITA;303-27-;EDEQ;S-2446;46715409
30641699;CIRQ0215;25;ST;-75,69191202;4,581883816;CIRCASIA;VR BUENA VISTA FC TIERRA LABRANTIA;303-27-;EDEQ;S-736;30641600
30641700;CIRQ0388;25;ST;-75,69081681;4,573793173;CIRCASIA;VR PIAMONTE FC LA GRUTA;303-27-;EDEQ;S-2302;30641610
30641701;CIRQ0186;15;SN;-75,71936537;4,585863911;CIRCASIA;VR LA CABA?A FC EL JARDIN;303-27-;EDEQ;S-2424;46196840
30641702;CIRQ0146;25;TN;-75,69213697;4,601111537;CIRCASIA;VR BARCELONA BAJA FC LA ARGELIA;303-27-;EDEQ;S-2412;46388212
30641703;CIRQ0168;37,5;ST;-75,69974412;4,592894973;CIRCASIA;VR LA SIRIA FC EL PORVENIR;303-27-;EDEQ;S-900;30641608
30641704;CIRQ0134;15;RS;-75,66431;4,600596501;CIRCASIA;VR LLANADAS FC LA DIVISA;303-27-;EDEQ;C-0541;30641592
30641706;CIRN0477;5;ST;-75,68618434;4,590998088;CIRCASIA;VR BUENAVISTA FC LA VENTANA;303-27-;EDEQ;C-0361;30641591
30641707;CIRQ0151;30;RST;-75,70100482;4,60116044;CIRCASIA;VR BARCELONA BAJA FC SANTA ANA;303-27-;EDEQ;S-2412;46388212
30641709;CIRP0130;45;RST;-75,65350969;4,610998402;CIRCASIA;FC VERSALLES VDA BARCELONA ALTA;303-27-;PARTICULAR;C-0541;30641592
30641710;CIRP0148;25;RS;-75,6934165;4,603409311;CIRCASIA;VR BARCELONA B FC LA UNION;303-27-;PARTICULAR;S-2412;46388212
30641711;CIRP0175;25;RN;-75,70348292;4,589641296;CIRCASIA;VR LA SIRIA FC BELLA VISTA;303-27-;PARTICULAR;C-0361;30641591
30641712;CIRQ0179;37,5;ST;-75,70964495;4,58556052;CIRCASIA;VR LA SIRIA FC LA SIRIA;303-27-;EDEQ;C-0361;30641591
30641713;CIRP0187;30;RST;-75,72315282;4,578733579;CIRCASIA;VR LA CABA?A FC EL CARIBE;303-27-;PARTICULAR;S-2024;30641602
30641714;CIRP0405;15;ST;-75,72449873;4,584502229;CIRCASIA;VR LA CABA?A FC LAS MERCEDES;303-27-;PARTICULAR;S-1327;30641607
30641715;MOUP0010;15;RST;-75,7368069;4,57697567;CIRCASIA;FC LA CABA?A VR LA SIRIA;303-27-;PARTICULAR;S-2075;30641599
30641716;CIRP0448;10;RT;-75,67480793;4,580201374;CIRCASIA;VR NARANJAL BAJO FC LA ARABIA;303-27-;EDEQ;S-771;30641601
30641717;CIRP0149;5;RS;-75,68199794;4,601983958;CIRCASIA;VR BARCELONA BAJA FC LOS SAUCES;303-27-;EDEQ;SR-0014;30641611
30641718;CIRP0178;15;RST;-75,70700944;4,588546963;CIRCASIA;VR LA SIRIA FC LA SIRIA;303-27-;EDEQ;C-0361;30641591
30641719;MORQ0603;15;ST;-75,7338456;4,578883095;CIRCASIA;VR FRONTERA FC VILLA ANTONIA;303-27-;EDEQ;S-1327;30641607
30641721;CIRP0352;15;RT;-75,66072306;4,602138865;CIRCASIA;VR LLANADAS FC LA SAMARIA;303-27-;PARTICULAR;C-0541;30641592
30641722;CIRQ0106;25;RT;-75,69480777;4,598567331;CIRCASIA;VR BARCELONA B FC VILLA LUZ;303-27-;EDEQ;S-2412;46388212
30641723;CIRQ0202;25;RT;-75,71251407;4,575310422;CIRCASIA;VR PINARES FC LA FRANCIA;303-27-;EDEQ;S-2446;46715409
30641724;MORP0537;30;RST;-75,73665532;4,573237078;MONTENEGRO;FCA EL VESUBIO VDA LA FRONTERA;303-27-;PARTICULAR;S-1718;30641609
30641726;CIRQ0384;25;RT;-75,68239063;4,596042451;CIRCASIA;VR BARCELONA BAJA FC HOTEL CAFE SPAR;303-27-;EDEQ;SR-0014;30641611
30641727;CIRP0157;30;RST;-75,67566758;4,594837687;CIRCASIA;VR BUENA VISTA FC MONTEBELLO;303-27-;PARTICULAR;S-735;30641605
30641728;CIRP0160;15;RS;-75,68492807;4,594902006;CIRCASIA;VR BUEN VISTA FC LA ESMERALDA;303-27-;PARTICULAR;R-055;30641613
30641729;CIRQ0174;15;ST;-75,70198573;4,590028952;CIRCASIA;VR LA SIRIA FC LOS LAZOS;303-27-;EDEQ;C-0361;30641591
30641731;CIRP0147;10;TN;-75,69152211;4,602257572;CIRCASIA;VR BARCELONA BAJA FC EL TESORITO;303-27-;EDEQ;S-2412;46388212
30641732;CIRN0472;10;RT;-75,69288862;4,589804271;CIRCASIA;VR LA SIRIA FC GUADUALES;303-27-;PARTICULAR;C-0361;30641591
30641733;CIRP0132;30;RST;-75,66430725;4,604717999;CIRCASIA;FC EL PARAISO VDA LLANADAS;303-27-;PARTICULAR;C-0541;30641592
30641735;CIRP0167;15;ST;-75,69720346;4,59342923;CIRCASIA;VR BUENA VISTA FC LA ESPERANZA;303-27-;PARTICULAR;S-900;30641608
30641736;CIRQ0131;30;RST;-75,65670231;4,607077695;CIRCASIA;VR LLANADAS FC STA HELENA;303-27-;EDEQ;C-0541;30641592
30641738;CIRQ0200;15;RST;-75,70285125;4,584537607;CIRCASIA;VR PINARES FC LA BONITA;303-27-;EDEQ;S-478;30641606
30641740;CIRP0165;30;RST;-75,68945555;4,592414794;CIRCASIA;VR BUENA VISTA FC EL REPOSO;303-27-;PARTICULAR;S-900;30641608
30641741;CIRP0181;30;RST;-75,71279802;4,584700487;CIRCASIA;VR LA SIRIA FC MAZATLAN;303-27-;PARTICULAR;S-1327;30641607
30641742;CIRP0407;15;RST;-75,66382876;4,591759297;CIRCASIA;VR LLANADAS FC TESALIA ALTA;303-27-;PARTICULAR;S-2346;31362312
30641744;CIRQ0382;45;RST;-75,70880683;4,581449984;CIRCASIA;VR PINARES FC EL PARAISO;303-27-;EDEQ;S-478;30641606
30641745;CIRP0194;45;RST;-75,72978094;4,581115687;CIRCASIA;VR LA CABA?A FC LA SEIVA;303-27-;EDEQ;S-1327;30641607
30641746;CIRN0488;5;RS;-75,72919838;4,58477061;CIRCASIA;FCA LA PLAYA VDA LA CABAÑA;303-27-;EDEQ;S-1327;30641607
30641747;CIRQ0217;15;RST;-75,69223794;4,577320816;CIRCASIA;VR PIAMONTE FC LA DORADA;303-27-;EDEQ;S-2302;30641610
30641748;CIRN0485;5;ST;-75,68719781;4,60261796;CIRCASIA;VDA BARCELONA BAJA FCA LA ESPERANZA;303-27-;EDEQ;S-2412;46388212
30641750;MOUP0006;30;RST;-75,73787986;4,574100951;MONTENEGRO;FCA CHAPINERO VAD LA FRONTERA;303-27-;PARTICULAR;S-1718;30641609
30641751;CIRP0180;25;ST;-75,71138109;4,586003225;CIRCASIA;VR LA SIRIA FC VL RUBIO;303-27-;PARTICULAR;S-1327;30641607
30641752;CIRN0487;10;RS;-75,70757319;4,595257029;CIRCASIA;VR LA SIRIA FC LA ROCHELA;303-27-;EDEQ;S-900;30641608
30641754;CIRP0214;15;SN;-75,69156911;4,582174253;CIRCASIA;VR BUENA VISTA FC EL CIELO LINDO;303-27-;PARTICULAR;S-736;30641600
30641755;CIRN0499;45;RST;-75,66746286;4,595310535;CIRCASIA;VR LA CRISTALINA URB.LOS ANCESTROS;303-27-;EDEQ;C-0379;30641594
30641757;CIRP0212;10;RN;-75,69112642;4,584212922;CIRCASIA;VR BUENA VISTA FC EL PORVENIR;303-27-;EDEQ;S-736;30641600
30641758;CIRQ0233;25;ST;-75,6759894;4,574463034;CIRCASIA;VR NARANJAL ALTO FC LA ESPERANZA;303-27-;EDEQ;S-771;30641601
30641759;CIRQ0136;15;ST;-75,66715349;4,598229963;CIRCASIA;VR ALTO DE LA CRUZ FC LA ZULIA;303-27-;EDEQ;S-735;30641605
30641760;CIRP0093;30;RST;-75,64978315;4,604834447;CIRCASIA;VR CONGAL FC LA MACARENA;303-27-;PARTICULAR;C-0541;30641592
30641761;CIRP0385;20;RST;-75,6728777;4,59561598;CIRCASIA;VR BARCELONA BAJA FC CASTILLA;303-27-;PARTICULAR;SR-0014;30641611
30641762;CIRQ0232;25;ST;-75,67573454;4,577645664;CIRCASIA;VR NARANJAL BAJO FC LA DIVISA;303-27-;EDEQ;S-771;30641601
30641763;CIRP0320;10;ST;-75,6878678;4,579568813;CIRCASIA;VR BUENA VISTA FC LA ELVIRA;303-27-;PARTICULAR;S-736;30641600
30641764;CIRQ0176;25;ST;-75,70412631;4,589574735;CIRCASIA;VR LA SIRIA FC LA BELLA;303-27-;EDEQ;C-0361;30641591
30641765;CIRP0326;10;SN;-75,72101371;4,587958142;CIRCASIA;VR LA CABA?A FC LA PALMA;303-27-;PARTICULAR;S-1327;30641607
30641766;CIRQ0322;10;ST;-75,68206275;4,574727165;CIRCASIA;VR LA POLA FC BUENO AIRES;303-27-;EDEQ;S-1851;30641603
30641769;CIRQ0152;15;ST;-75,70446003;4,601107468;CIRCASIA;VR BARCELONA BAJA FC LA CASCADA;303-27-;EDEQ;S-2412;46388212
30641770;CIRP0170;10;RS;-75,708943;4,594115138;CIRCASIA;VR LA SIRIA FC EL RECUERDO;303-27-;PARTICULAR;S-900;30641608
30641694;CIRQ0378;15;RT;-75,66079472;4,603710221;CIRCASIA;VR LLANADAS FC LA SAMARIA;303-27-;EDEQ;C-0541;30641592
30641695;CIRQ0138;15;ST;-75,67145321;4,596600373;CIRCASIA;VR BARCELONA BJA FC GUADALITO;303-27-;EDEQ;S-735;30641605
30641696;CIRQ0183;15;RS;-75,71681864;4,584810341;CIRCASIA;VR LA CABA?A FC LA LORENA;303-27-;EDEQ;S-1327;30641607
30650825;ARUQ0560;150;RST;-75,69528734;4,543119309;ARMENIA;BA LA PATRIA MZ 7 CS 1;114-23-;EDEQ;C-0024;30650815
30650826;ARUQ0588;112,5;RST;-75,68676634;4,543909274;ARMENIA;BA VENECIA MZ B CS 14;114-23-;EDEQ;C-0199;39554045
30650827;ARUQ0549;112,5;RST;-75,70454667;4,541110176;ARMENIA;BA LA PATRIA MZ 49 CS30;114-23-;EDEQ;C-0052;30650812
30650828;ARUP2246;15;RS;-75,68372667;4,542124221;ARMENIA;CLL 22 AVD LAS AMERICAS;114-23-;PARTICULAR;S-034;30650816
30650829;ARUQ0574;75;RST;-75,69186332;4,542088426;ARMENIA;BA MONTE BLANCO MZ D CS 3;114-23-;EDEQ;C-0199;39554045
30650830;ARUQ0581;112,5;RST;-75,69282767;4,544221128;ARMENIA;BA MONTE BLANCO ll MZ M CS 18;114-23-;EDEQ;S-118;30650817
30650831;ARUQ0576;75;RST;-75,6904391;4,543006904;ARMENIA;BA LOS ANDES MZ 11 CS16;114-23-;EDEQ;S-118;30650817
