FID;CODIGO;FASES;COOR_GPS_LON;COOR_GPS_LAT;CAPACIDAD_NOMINAL;MUNICIPIO;CIRCUITO;UBICACION;PROPIETARIO_1;TIPO
30748685;S-1902;RST;-75,7171135;4,516757945;100;ARMENIA;111-24-;FCA PORTUGALITO VR PTO ESPEJO;EDEQ;S
30748686;S-1646;RST;-75,82314544;4,514302619;100;MONTENEGRO;111-24-;FC LA FLORIDA VREL NARANJAL;EDEQ;S
30748688;S-768;RST;-75,7753329;4,492516528;100;ARMENIA;111-24-;VDA MURILLO;EDEQ;S
30748689;S-624;RST;-75,85234636;4,512845559;100;MONTENEGRO;111-24-;VR URANIA FC URANIA;EDEQ;S
30748690;S-423;RST;-75,75988987;4,526881443;100;ARMENIA;111-24-;FC ESPEJO RAMAL ESMERALDA;EDEQ;S
30748691;S-2066;RST;-75,82181029;4,513811185;100;MONTENEGRO;111-24-;VDA EL NARANJAL FCA LA FLORIDA;EDEQ;S
30748693;S-2068;RST;-75,82914514;4,51438443;100;MONTENEGRO;111-24-;VR BUENOS AIRES FC LA CONCHA;EDEQ;S
30748695;S-2183;RST;-75,71905397;4,522995085;100;ARMENIA;111-22-;URB LA FACHADA FRENTE A LA MNZ 86 19;EDEQ;S
30748696;S-119;RST;-75,77117824;4,482933965;100;ARMENIA;111-24-;VR MURILLO LOTES TARAPACA;EDEQ;S
30748697;S-616;RST;-75,78467617;4,514837763;100;MONTENEGRO;111-24-;PUEBLO TAPAO VIA TEBAIDA;EDEQ;S
30748700;S-421;RST;-75,73564709;4,515017921;100;ARMENIA;111-24-;VR TROCADEROS FC SIBONEY;EDEQ;S
30748702;S-386;RST;-75,81131086;4,497056303;100;MONTENEGRO;111-24-;BATALLON CISNEROS LA CEIBA;EDEQ;S
30748703;S-2022;RS;-75,76187788;4,510131699;200;ARMENIA;111-24-;FC ARMONIA;EDEQ;S
30748705;S-625;RST;-75,85496993;4,513264986;100;MONTENEGRO;111-24-;VR URANIA FC EL MILENIO;EDEQ;S
30748706;S-419;R;-75,71947884;4,511107501;200;ARMENIA;111-24-;FC PLATINA VR PUERTO ESPEJO;EDEQ;S
30748707;S-1781;RST;-75,78582068;4,510697398;100;MONTENEGRO;111-24-;AV 30 DE NOVIEMBRE 12-62 P TAPAO;EDEQ;S
30748708;S-2190;RST;-75,80883413;4,497225563;100;MONTENEGRO;111-24-;VR LA CEIBA BATALLON CISNEROS;EDEQ;S
30748709;S-779;RST;-75,77891608;4,509420228;100;ARMENIA;111-24-;VR LA REVANCHA FC LA MILONGA;EDEQ;S
30748710;S-1300;RST;-75,74470208;4,503867613;100;ARMENIA;111-24-;VR LA DULCERA FC LA MIRANDA;EDEQ;S
30748711;S-2079;RST;-75,84399363;4,514817674;100;MONTENEGRO;111-24-;VR URANIA FC LA CARMELITA;EDEQ;S
30748712;S-2023;RST;-75,79554662;4,514651998;100;MONTENEGRO;111-24-;VR PUEBLO TAPADO FRENTE A LA FC LA CHAGRA;EDEQ;S
30748713;S-622;RST;-75,81453928;4,512802207;100;MONTENEGRO;111-24-;VR ONCE CASAS FC PORVENIR;EDEQ;S
30748714;S-1114;RST;-75,7757696;4,499209315;100;ARMENIA;111-24-;VR LA REVANCHA HOTEL TUCANES;EDEQ;S
30748715;S-617;RST;-75,79334659;4,514717708;100;MONTENEGRO;111-24-;VR PUEBLO TAPAO FC LA PUCHA;EDEQ;S
30748716;S-601;RST;-75,7780472;4,509169142;100;ARMENIA;111-24-;POR LA VR LA REVANCHA FC MILON;EDEQ;S
30748717;S-1280;RST;-75,76720222;4,509458782;200;ARMENIA;111-24-;VR REVANCHA FC REVANCHA;EDEQ;S
30748718;S-463;RT;-75,75654192;4,511255685;100;ARMENIA;111-24-;ANTES DE FC BELLA MARINA;EDEQ;S
30748719;S-618;RT;-75,78839434;4,514058025;100;MONTENEGRO;111-24-;VR PUEBLO TAPAO URB VL SOFIA;EDEQ;S
30748720;S-2114;RST;-75,85732743;4,504732376;100;MONTENEGRO;111-24-;VDA LA MONTAÑA FCA LOS GALPONES;EDEQ;S
30748722;S-2067;RST;-75,82890833;4,515893866;100;MONTENEGRO;111-24-;VR EL NARANJAL FC CAMPO ALEGRE;EDEQ;S
30748723;S-2216;RST;-75,7818414;4,491004787;100;ARMENIA;111-24-;VDA MURILLO FCA VENECIA;EDEQ;S
30748724;S-462;RST;-75,75301958;4,513520519;100;ARMENIA;111-24-;VA LA REVANCHA FCA MARRUECOS;EDEQ;S
30748726;S-2105;RST;-75,74535074;4,524025029;100;ARMENIA;111-24-;FINCA MI CASITA VDA PTO ESPEJO;EDEQ;S
30748727;S-620;T;-75,80205265;4,515193305;100;MONTENEGRO;111-24-;VR PUEBLO TAPAO LA RESERVA;EDEQ;S
30748728;S-1335;RST;-75,74469856;4,503823307;100;ARMENIA;111-24-;VR LA DULCERA FC LA MIRANDA;EDEQ;S
30748729;S-1892;RST;-75,76542057;4,504823065;100;ARMENIA;111-24-;VR LA REVANCHA BODEGAS VIZCAYA;EDEQ;S
30755291;S-1682;RST;-75,70228653;4,512021569;100;ARMENIA;111-25-;BDGAS MONTECARLO VIA EDEN;EDEQ;S
30755292;S-2169;RST;-75,71391702;4,517392897;200;ARMENIA;111-25-;CLL 50 COMPLEJO RESIDENCIAL CAMINOS;EDEQ;S
30755293;S-2234;RST;-75,70964097;4,511512066;100;ARMENIA;111-25-;CRA 18 # 70-20 CND RIO CLARO;EDEQ;S
30755295;S-1764;RST;-75,70554918;4,51019163;100;ARMENIA;111-25-;CONJUNTO RESIDENCIAL COLOMBIA;EDEQ;S
30755297;S-660;RST;-75,71211219;4,505614146;200;ARMENIA;111-25-;VA EL EDEN FTE MUEBLES QUINDIO;EDEQ;S
30755298;S-114;RST;-75,71346086;4,514210658;100;ARMENIA;111-25-;URB PUERTO ESPEJO MNZ 37 12;EDEQ;S
30755300;S-2289;RST;-75,71487365;4,517907302;200;ARMENIA;111-25-;ORENSE CLL 50 CONTIGUO CAI PTO ESPEJO ;EDEQ;S
30755301;S-074;RST;-75,71117697;4,503778956;200;ARMENIA;111-25-;VA EL EDEN FC LA BALCORA;EDEQ;S
30755302;S-1587;RST;-75,7026581;4,516086899;100;ARMENIA;111-25-;GUADUALES DE LA VL MZ 18 C 12;EDEQ;S
30755304;S-2053;RST;-75,71406626;4,517552292;100;ARMENIA;111-25-;PUESTO DE POLICIA PTO ESPEJO;EDEQ;S
30755305;S-2201;RST;-75,71551923;4,518084811;100;ARMENIA;111-25-;VERDU;EDEQ;S
30755306;S-697;RST;-75,71214453;4,505662122;200;ARMENIA;111-25-;VA EL EDEN FTE MUEBLES QUINDIO;EDEQ;S
30755308;S-658;RST;-75,70548295;4,509960067;200;ARMENIA;111-25-;CONJUNTO RESIDENCIAL COLOMBIA;EDEQ;S
30755309;S-1728;RST;-75,70285386;4,516416347;200;ARMENIA;111-25-;URB COMFENALCO;EDEQ;S
30755310;S-1560;RST;-75,71062881;4,50882979;100;ARMENIA;111-25-;CONJUNTO BAHIA BLANCA;EDEQ;S
30766335;S-374;RST;-75,78490631;4,410044924;200;LA TEBAIDA;205-25-;FC PORTUGALITO;EDEQ;S
30766337;S-1733;RS;-75,76214858;4,454648142;100;ARMENIA;205-25-;VR EDEN FC LA PRAGA;EDEQ;S
30766338;S-359;RSTN;-75,73107874;4,443422868;100;ARMENIA;205-25-;VR CAIMO FC SEBASTOPOL;EDEQ;S
30766339;S-1801;RST;-75,78833158;4,385113462;100;CALARCÁ;205-25-;VDA BUENOS AIRES;EDEQ;S
30766340;S-366;RT;-75,76784773;4,432317659;100;LA TEBAIDA;205-25-;HACIA LA FC EL NOGAL;EDEQ;S
30766341;S-800;RST;-75,74581421;4,433435342;100;ARMENIA;205-25-;VR PRIMAVERA FC COLONIA;EDEQ;S
30766342;S-802;RST;-75,78882938;4,4061877;100;LA TEBAIDA;205-25-;VDA MARAVELES FC LA RIVERA;EDEQ;S
30766343;S-1691;RST;-75,7884383;4,379619506;100;CALARCÁ;205-25-;VR CABAÑA FCA MARATON;EDEQ;S
30766344;S-361;RS;-75,76304895;4,422398608;100;ARMENIA;205-25-;VR ARGENTINA FC EL CANEY;EDEQ;S
30766348;S-1173;ST;-75,77043638;4,387703169;100;CALARCÁ;205-25-;CULTIVOS DEL PACIFICO;EDEQ;S
30766349;S-1297;RST;-75,73580387;4,439968829;100;ARMENIA;205-25-;VR PRIMAVERA FC LA PRIMAVERA;EDEQ;S
30766351;S-1702;RST;-75,78126336;4,417508096;100;LA TEBAIDA;205-25-;FC PALO NEGRO VD. PRIMAVERA;EDEQ;S
30766352;S-373;S;-75,77547692;4,439376659;100;LA TEBAIDA;205-25-;HACIA TIERRA LINDA;EDEQ;S
30766354;S-2213;RST;-75,77686135;4,41084902;100;ARMENIA;205-25-;VR EL CAIMO HD PORTUGALITO;EDEQ;S
30766355;S-1396;RST;-75,7575093;4,452272024;200;ARMENIA;205-25-;VDA GOLCONDA FCA LA COLOMBINA;EDEQ;S
30766356;S-793;RST;-75,74991233;4,427564465;100;ARMENIA;205-25-;VD PRIMAVERA FC CRISTALES;EDEQ;S
30766357;S-379;RST;-75,78802239;4,420196928;100;LA TEBAIDA;205-25-;VR ARGENTINA  FC EL SALTO;EDEQ;S
30766358;S-2052;R;-75,78935208;4,419572717;100;LA TEBAIDA;205-25-;VR ARGENTINA  FC EL SALTO;EDEQ;S
30766359;S-2086;RST;-75,75383043;4,436331244;100;ARMENIA;205-25-;GALPONES DE LA COLONIA;EDEQ;S
30766361;S-1302;RST;-75,775553;4,433236313;100;LA TEBAIDA;205-25-;FCA EL CAIRO VDA ARGENTINA;EDEQ;S
30766362;S-2059;RS;-75,72035508;4,453817012;100;ARMENIA;205-25-;VR PRIMAVERA FC GUALANDAY;EDEQ;S
30766363;S-1395;RST;-75,75297873;4,454594551;200;ARMENIA;205-25-;VDA GOLCONDA RAMAL SAN LORENZO;EDEQ;S
30766364;S-367;T;-75,77448683;4,425356259;100;LA TEBAIDA;205-25-;VD PRIMAVERA FC EL CERRITO;EDEQ;S
30766367;S-358;RST;-75,72077865;4,452232073;100;ARMENIA;205-25-;VR CAIMO FCA GUALANDAY;EDEQ;S
30766368;S-1499;RST;-75,76283117;4,442103491;100;LA TEBAIDA;205-25-;VR EL EDEN FC LA MARINA;EDEQ;S
30766369;S-2094;RST;-75,78850506;4,400484153;100;LA TEBAIDA;205-25-;VR PORTUGALITO FC LA RIVERA;EDEQ;S
30766370;S-880;RST;-75,76036104;4,440710404;100;LA TEBAIDA;205-25-;VR EL EDEN FC LA MARINA;EDEQ;S
30766371;S-1143;RT;-75,78936278;4,422753315;100;LA TEBAIDA;205-25-;VR ARGENTINA FC EL SALTO;EDEQ;S
30766373;S-878;RST;-75,71740152;4,45965086;100;ARMENIA;205-25-;VDA CAIMO FCA LA MARIA;EDEQ;S
30766374;S-1692;RST;-75,78991306;4,379434006;100;CALARCÁ;205-25-;VR CABAÑA FCA MARATON;EDEQ;S
30766376;S-362;RST;-75,73840071;4,437614056;100;ARMENIA;205-25-;VDA PRIMAVERA FC LA RIVERA;EDEQ;S
30766379;S-372;RS;-75,77718636;4,422282623;100;LA TEBAIDA;205-25-;VD LA PRIMAVERA FC ALEJANDRÍA;EDEQ;S
30766380;S-380;RST;-75,78294689;4,413857641;200;LA TEBAIDA;205-25-;FC CASCADAS;EDEQ;S
30763348;S-679;R;-75,6151617;4,621528876;100;SALENTO;307-25-;VD LOS PINOS;EDEQ;S
30763349;S-1290;RST;-75,63085096;4,590691491;100;SALENTO;307-25-;COLEGIO JUAN BOSCO;EDEQ;S
30763350;S-1288;R;-75,62224834;4,580894245;100;SALENTO;307-25-;VR PALO GRANDE FC SAN JOSE;EDEQ;S
30763351;S-1974;RST;-75,6222162;4,581641805;200;SALENTO;307-25-;VR PALO GRANDE FC SAN JOSE;EDEQ;S
30763352;S-561;RT;-75,57792431;4,634061636;100;SALENTO;307-25-;PLANTA DE GAS VIA PALESTINA;EDEQ;S
30763353;SR-0006;RSN;-75,60711245;4,616458732;100;SALENTO;307-25-;VR LLANO GRANDE ESCUELA;EDEQ;S
30763354;S-063;R;-75,62147311;4,587341038;100;SALENTO;307-25-;VR PALOGRANDE FC LA CABAÑA;EDEQ;S
30763356;S-1794;RS;-75,58760406;4,599142349;100;SALENTO;307-25-;VDA CANAAN FCA ALTAGRACIA;EDEQ;S
30763357;S-971;RST;-75,62377475;4,603369513;100;SALENTO;307-25-;VR LLANO GRANDE FC VARSOVIA;EDEQ;S
30763358;S-1888;RST;-75,60648175;4,616920275;100;SALENTO;307-25-;ESC LLANO GRANDE FC LA SONIA;EDEQ;S
30763359;S-557;RST;-75,60654653;4,61696109;100;SALENTO;307-25-;VDA LLANO GRANDE ESCUELA;EDEQ;S
30763360;S-1586;RST;-75,62901401;4,593815672;200;SALENTO;307-25-;FC SAN JUAN DE CAROLINA;EDEQ;S
30763361;S-584;RSN;-75,59770051;4,611256411;100;SALENTO;307-25-;VR CANAAN LA ESCUELA;EDEQ;S
30763362;S-585;RST;-75,61171927;4,616703339;100;SALENTO;307-25-;VR LLANO GRANDE FC LA PALMITA;EDEQ;S
30763363;S-1152;RSN;-75,59773482;4,611220323;100;SALENTO;307-25-;VR CANAAN LA ESCUELA;EDEQ;S
30763364;S-1397;RT;-75,59360729;4,624833279;200;SALENTO;307-25-;VR PALESTINA FC EL RECREO;EDEQ;S
30763365;S-2237;T;-75,58636486;4,636356738;100;SALENTO;307-25-;FC VENECIA VR BOQUIA;EDEQ;S
30763366;S-994;RST;-75,61903205;4,599984169;100;SALENTO;307-25-;VR LLANO GRANDE FC EL PE?OL;EDEQ;S
30763367;S-2004;ST;-75,60072769;4,622064761;200;SALENTO;307-25-;VDA PALESTINA FCA EL RECREO;EDEQ;S
30763368;S-1543;ST;-75,6237126;4,603363962;100;SALENTO;307-25-;VR LLANO GRANDE FC VARSOVIA;EDEQ;S
30777072;SR-0023;RST;-75,77886317;4,612617554;100;QUIMBAYA;304-25-;VD LA GRANAJA FC LA GANJA;EDEQ;S
30777073;S-541;RST;-75,77608217;4,615540472;200;QUIMBAYA;304-25-;VR LA GRANJA FC LA GRANJA;EDEQ;S
30777074;S-1345;RST;-75,76035073;4,617144102;100;QUIMBAYA;304-25-;VDA TROCADEROS FCA LA ESMERALDA;EDEQ;S
30777076;S-1293;RT;-75,76246554;4,61703503;100;QUIMBAYA;304-25-;VR TROCADEROS PLANTA DE GAS;EDEQ;S
30777077;S-2106;STN;-75,79683663;4,60793613;200;QUIMBAYA;304-25-;FC LA CEIBA;EDEQ;S
30777078;S-1809;RT;-75,76316874;4,608986468;100;QUIMBAYA;304-25-;VR PALERMO FC LA LORENA;EDEQ;S
30777079;S-2243;ST;-75,77411022;4,615864117;100;QUIMBAYA;304-25-;VR LA GRANJA FC LA GRANJA;EDEQ;S
30777080;S-1254;RST;-75,75970526;4,605159422;100;QUIMBAYA;304-25-;VR CARMELITA FC LA CRISTALINA;EDEQ;S
30777081;S-651;RST;-75,75945065;4,600078062;100;QUIMBAYA;304-25-;VR LA CARMELITA FC EL CRUCERO;EDEQ;S
30777082;S-653;RST;-75,75947876;4,603402388;100;QUIMBAYA;304-25-;VDA LA CARMELITA FCA LA ESTRELLA;EDEQ;S
30777083;S-537;RST;-75,75252555;4,624961432;200;QUIMBAYA;304-25-;SALIDA AFLORAMIENTO QBAYA 1;EDEQ;S
30777085;S-330;RST;-75,76018723;4,62028816;100;QUIMBAYA;304-25-;B. GRISALES;EDEQ;S
30777088;S-865;RST;-75,76026918;4,613625232;100;QUIMBAYA;304-25-;VDA. TROCADEROS FINCA EL BRILLANTE;EDEQ;S
30777089;S-1255;RST;-75,76000738;4,607922829;100;QUIMBAYA;304-25-;VR PALERMO FC SAN MIGUEL;EDEQ;S
30777090;S-1374;RST;-75,74707902;4,614390775;100;QUIMBAYA;304-25-;VR TROCADEROS FC ESMERALDA;EDEQ;S
30777092;S-1720;RS;-75,77909482;4,603308394;100;QUIMBAYA;304-25-;VR PALERMO FC EL BOSQUE;EDEQ;S
30777093;S-545;RST;-75,79228533;4,609174617;100;QUIMBAYA;304-25-;VR PALERMO FCA SAMANES;EDEQ;S
30772970;S-1855;RST;-75,81625245;4,596464586;100;QUIMBAYA;303-26-;VR PALERMO FC LA TIGRERA;EDEQ;S
30772971;S-1984;RST;-75,82053138;4,600963712;100;QUIMBAYA;303-26-;VR PALERMO PORTADA LA CASCADA;EDEQ;S
30772972;S-1992;RS;-75,80191354;4,585795146;100;QUIMBAYA;303-26-;VR LAUREL FC BERLIN;EDEQ;S
30772973;S-1292;RST;-75,75133441;4,572680936;100;QUIMBAYA;303-26-;VR PUBLO RICO FC SAN JOAQUIN;EDEQ;S
30772974;S-1476;RST;-75,73301895;4,606961727;100;QUIMBAYA;303-26-;VR LA UNION FC MONTEBELLO;EDEQ;S
30772976;S-429;RST;-75,77911418;4,578049841;100;QUIMBAYA;303-26-;VR TRES ESQUINAS FC DANUBIO;EDEQ;S
30772977;S-1438;RST;-75,73153391;4,590835864;200;QUIMBAYA;303-26-;VR MORELIA BAJA FC MARACAY;EDEQ;S
30772978;S-2273;RST;-75,69960526;4,624662117;100;FILANDIA;303-26-;VR VIGILANTE GRANJA LA CAMPEONA;EDEQ;S
30772979;S-1353;RST;-75,80394672;4,587474968;100;QUIMBAYA;303-26-;VR CALABRIA FC BUENOS AIRES;EDEQ;S
30772980;S-1949;RST;-75,8150121;4,595274404;100;QUIMBAYA;303-26-;VR LAUREL FC PENSILVANIA;EDEQ;S
30772981;S-427;RST;-75,77960379;4,574017139;100;QUIMBAYA;303-26-;VR GUAYABO FC SIERRA MORENA RAMAL SAYONARA;EDEQ;S
30772982;S-319;RST;-75,7979195;4,58130642;100;QUIMBAYA;303-26-;CASERIO EL LAUREL;EDEQ;S
30772983;S-1737;RST;-75,71170805;4,604442956;100;QUIMBAYA;303-26-;VR MORELIA ALTA;EDEQ;S
30772984;S-563;RST;-75,75794908;4,578387487;100;QUIMBAYA;303-26-;VR P. RICO ESC PUEBLO RICO;EDEQ;S
30772985;S-1814;T;-75,78298722;4,599223642;100;QUIMBAYA;303-26-;FC GIRALBIN VDA PALERMO;EDEQ;S
30772986;S-1859;ST;-75,68649636;4,627332268;100;FILANDIA;303-26-;VR VIGILANTE FC LAS MARGARITAS;EDEQ;S
30772988;S-1929;RST;-75,71820396;4,600626759;100;QUIMBAYA;303-26-;VR MORELIA ALTA FC ESMERALDA;EDEQ;S
30772989;S-1352;RST;-75,82945168;4,586707386;100;QUIMBAYA;303-26-;VR LAUREL HD EL OCASO;EDEQ;S
30772990;S-1437;RST;-75,74618909;4,576514091;200;QUIMBAYA;303-26-;VR PUEBLO RICO FC EL BRILLANTE;EDEQ;S
30772991;S-2269;RS;-75,78908846;4,592292292;100;QUIMBAYA;303-26-;VDA EL CHAQUIRO FCA EL COROZO;EDEQ;S
30772992;S-1973;RST;-75,82176673;4,601422468;200;QUIMBAYA;303-26-;VR PALERMO PORTADA LA CASCADA;EDEQ;S
30772993;S-565;RST;-75,75352367;4,581819271;100;QUIMBAYA;303-26-;VR PUEBLO RICO FC EL AGRADO;EDEQ;S
30772994;S-1479;RST;-75,69399656;4,619881702;200;FILANDIA;303-26-;FCA LA SIRENA V/VIGILANTE;EDEQ;S
30772995;S-1348;RST;-75,79375934;4,584589805;100;QUIMBAYA;303-26-;VR LAUREL FC LA GLORIA;EDEQ;S
30772996;S-1496;RT;-75,79629546;4,569981631;100;QUIMBAYA;303-26-;VR AUSTRALIA FC AUSTRALIA;EDEQ;S
30772997;S-1347;RST;-75,78942181;4,58527721;100;QUIMBAYA;303-26-;VR SANTANA FC STA LUCIA;EDEQ;S
30772999;S-572;RST;-75,70537461;4,607986625;100;QUIMBAYA;303-26-;FC EL MANDARINO V/MORELIA ALTA;EDEQ;S
30773000;S-564;RST;-75,75395027;4,584987927;100;QUIMBAYA;303-26-;VR AGUACATAL FCA LA ARGENTINA;EDEQ;S
30773001;S-672;RT;-75,81549354;4,580262804;100;QUIMBAYA;303-26-;VR LAUREL FC RODEO;EDEQ;S
30773002;S-2046;RSTN;-75,79015695;4,596325536;100;QUIMBAYA;303-26-;VR CHAQUIRO FC NASARETH;EDEQ;S
30773003;S-794;RST;-75,74833689;4,571649686;100;MONTENEGRO;303-26-;CLL 11 1 08;EDEQ;S
30773004;S-1941;RST;-75,70031725;4,615848164;100;FILANDIA;303-26-;VR PARTIDAS LA ESPA?OLA FC VIOLETAS;EDEQ;S
30773005;S-597;RST;-75,75460011;4,589240981;100;QUIMBAYA;303-26-;VDA LA CARMELITA FCA PINDANA;EDEQ;S
30773006;S-2055;RST;-75,7557433;4,578546134;100;QUIMBAYA;303-26-;VR PUEBLO RICO HD BALDIVIA;EDEQ;S
30773007;S-574;RST;-75,75933092;4,597094401;200;QUIMBAYA;303-26-;ESTACIÓN LA CARMELITA;EDEQ;S
30773011;S-1816;RST;-75,78275946;4,595639451;100;QUIMBAYA;303-26-;VDA EL CHAQUIRO FCA ACAPULCO;EDEQ;S
30773012;S-1990;RST;-75,81096287;4,591858772;100;QUIMBAYA;303-26-;VR CALABRIA FC LA ESTANCIA;EDEQ;S
30773014;S-1349;RST;-75,82348821;4,580508368;200;QUIMBAYA;303-26-;VR LAUREL FC LA ESPA?OLA;EDEQ;S
30773015;S-1858;RST;-75,78178611;4,595810355;100;QUIMBAYA;303-26-;VR CHAQUIRO FC LA HERLINDA;EDEQ;S
30773017;S-1736;RST;-75,72529108;4,593817361;100;QUIMBAYA;303-26-;VR MORELIA BAJA FC LUCITANIA;EDEQ;S
30773018;S-1475;RST;-75,75940485;4,597070128;200;QUIMBAYA;303-26-;ESTACION LA CARMELITA;EDEQ;S
30773019;S-1350;RST;-75,8329833;4,580585592;100;QUIMBAYA;303-26-;VR LAUREL FC ESPA?OLA;EDEQ;S
30773020;S-1346;RST;-75,77844163;4,577974894;200;QUIMBAYA;303-26-;VR TRES ESQUINAS FC EL DANUBIO;EDEQ;S
30773021;S-639;RST;-75,74730831;4,602559671;100;QUIMBAYA;303-26-;VR CARMELITA FC LA JUDEA;EDEQ;S
30773022;S-787;RST;-75,71990903;4,600375079;100;QUIMBAYA;303-26-;VDA MORELIA ALTA FCA LA ESMERALDA;EDEQ;S
30773023;S-1972;RST;-75,81355411;4,593868661;200;QUIMBAYA;303-26-;VR LA CALABRIA FC EL ANHELO;EDEQ;S
30773024;S-1991;RST;-75,80581156;4,58959116;100;QUIMBAYA;303-26-;VR EL LAUREL FC LA SECRETA;EDEQ;S
30773025;S-566;RST;-75,75198561;4,581907721;100;QUIMBAYA;303-26-;FC LA PROVIDENCIA VDA PUEBLO RICO;EDEQ;S
30773026;S-426;RST;-75,77856672;4,577564357;100;QUIMBAYA;303-26-;VR TRES ESQUINAS FC EL DANUBIO;EDEQ;S
30785216;S-102;RST;-75,67159009;4,555200129;200;CIRCASIA;113-24-;SALIDA DE SUBESTACION ARMENIA;EDEQ;S
30785217;S-1553;ST;-75,68071386;4,548357181;100;ARMENIA;113-24-;BA LIMONAR MZ 5 CS 7;EDEQ;S
30785218;S-2009;RST;-75,67768738;4,547207669;100;ARMENIA;113-24-;BRR EL PARAISO MNZ K 275;EDEQ;S
30785219;S-2008;RST;-75,67724567;4,549214687;100;ARMENIA;113-24-;BARRIO AHITAMARA;EDEQ;S
30785220;S-2152;RST;-75,67185693;4,554643763;100;CIRCASIA;113-24-;VR HOJAS ANCHAS PROCESADORA BELLA VISTA;EDEQ;S
30785221;S-105;RST;-75,67608349;4,547387157;100;ARMENIA;113-24-;CR 24A 5 07;EDEQ;S
30785224;S-1242;RST;-75,67619919;4,5490463;100;ARMENIA;113-24-;BARRIO AHITAMARA;EDEQ;S
30785225;S-1569;RST;-75,67910925;4,547978878;100;ARMENIA;113-24-;BA LIMONAR ET 3 MZ 2 CS 15;EDEQ;S
30785226;S-1567;RST;-75,67778476;4,549020466;100;ARMENIA;113-24-;BA LIMONAR 1 MZ CS 1 1;EDEQ;S
30785228;S-1194;RST;-75,67758454;4,54681421;200;ARMENIA;113-24-;BA PARAISO MZ M CS 37;EDEQ;S
30780130;S-2236;RST;-75,70934901;4,555006524;100;CIRCASIA;114-25-;VR VLRAZO FC STA MONICA;EDEQ;S
30780131;S-233;RST;-75,71164256;4,53694334;100;ARMENIA;114-25-;FCA HOTEL LA POLA VDA LA PATRIA;EDEQ;S
30780132;S-932;RST;-75,71094917;4,562038608;100;CIRCASIA;114-25-;VR SANTA RITA;EDEQ;S
30780134;S-1742;RST;-75,71816305;4,549875591;100;CIRCASIA;114-25-;VR STA RITA FC GALICIA;EDEQ;S
30780135;S-634;RST;-75,74332508;4,550720219;100;MONTENEGRO;114-25-;RAMAL VR LA JULIA;EDEQ;S
30780137;S-638;RST;-75,74196458;4,537142212;100;ARMENIA;114-25-;VR PANTANILLO FC EL PORTAL;EDEQ;S
30780138;S-632;ST;-75,74514289;4,554732237;100;MONTENEGRO;114-25-;VR LA JULIA HACIA TRANS GAS;EDEQ;S
30780139;S-635;RST;-75,74143415;4,539970958;100;MONTENEGRO;114-25-;VR LA JULIA FC JALON;EDEQ;S
30780141;S-637;RST;-75,75632403;4,541888893;100;MONTENEGRO;114-25-;BENEFICIADERO RISARALDA;EDEQ;S
30780143;S-1711;RST;-75,76490451;4,540665131;100;MONTENEGRO;114-25-;VR RISARALDA  FCA ALEJANDRIA;EDEQ;S
30780144;S-704;RST;-75,71138299;4,560355181;100;CIRCASIA;114-25-;VR VILLARAZO FC VL VERDE;EDEQ;S
30780146;S-636;RST;-75,74098522;4,536226382;100;ARMENIA;114-25-;VR PANTANILLO FC EL PORTAL;EDEQ;S
30780147;S-1766;RST;-75,74470479;4,530912838;100;ARMENIA;114-25-;VR PANTANILLO FCA ATENAS;EDEQ;S
30792561;S-311C;RST;-75,67183602;4,533879712;100;ARMENIA;109-24-;CRA 14 CLL 18;EDEQ;S
30792562;S-309;RST;-75,67138445;4,53818568;200;ARMENIA;109-24-;CRA 18 CALLE 13 SOBRE LA TRONCAL;EDEQ;S
30792563;S-310A;RST;-75,67370492;4,535927397;200;ARMENIA;109-24-;CL 18 17 48;EDEQ;S
30792564;S-311B;RST;-75,6718938;4,533817446;100;ARMENIA;109-24-;CRA 14 CLL 18;EDEQ;S
30792567;S-309B;RST;-75,67133771;4,538132251;200;ARMENIA;109-24-;CALLE 13 CRA 18 HACIA LA CRA 14;EDEQ;S
30792568;S-311A;RST;-75,67190655;4,533821589;100;ARMENIA;109-24-;CRA 14 CLL 18;EDEQ;S
30802461;S-1524;RST;-75,67417903;4,547405133;100;ARMENIA;109-25-;BRR MODELO MNZ L CASA 2;EDEQ;S
30802462;S-1525;RST;-75,67324395;4,545540075;200;ARMENIA;109-25-;CL 8 CS 23 A 04;EDEQ;S
30802463;S-1776;RST;-75,66676874;4,540371649;200;ARMENIA;109-25-;CLL 7  CR 16;EDEQ;S
30802464;S-1745;RS;-75,6671041;4,540709513;100;ARMENIA;109-25-;CLL 7 16 36;EDEQ;S
30802466;S-2197;RST;-75,67244961;4,542180912;200;ARMENIA;109-25-;CRA 23 CLL 11 ESQ ARMENIA;EDEQ;S
30802467;S-1522;RST;-75,6700573;4,544313382;200;ARMENIA;109-25-;CR 23 BIENESTAR FAMILIAR;EDEQ;S
30802468;S-1519;RST;-75,6718871;4,540518185;200;ARMENIA;109-25-;CL 11A 21 03;EDEQ;S
30817288;S-155;RST;-75,71228671;4,51583936;100;ARMENIA;111-23-;PUERTO ESPEJO MZ 28 CS 29;EDEQ;S
30817290;S-1508;RST;-75,69909713;4,522724897;100;ARMENIA;111-23-;CL 49 31-02 VILLAS DEL CAFE;EDEQ;S
